"detail_id","parent_detail_id","wbs_id","detail_level","detail_name","fy","cost_component","amount_musd","amount_usd","cost_scope","basis_type","source_id","traceability_note"
"D-1.5-MATERIAL-FY2028","D-1.5-MATERIAL","1.5","3","International Habitation Module material cost FY2028","FY2028","material","5.1","5100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-INTEGRATION-FY2029","D-1.5-INTEGRATION","1.5","3","International Habitation Module integration cost FY2029","FY2029","integration","0.7","700000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-LABOR-FY2029","D-1.5-LABOR","1.5","3","International Habitation Module labor cost FY2029","FY2029","labor","2.8","2800000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.5-MATERIAL-FY2029","D-1.5-MATERIAL","1.5","3","International Habitation Module material cost FY2029","FY2029","material","1.5","1500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-010","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-TOTAL","","1.6","1","ESPRIT Module total current cost","","total","505","505000000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Rollup node for grouped current cost by WBS branch."
"D-1.6-INTEGRATION","D-1.6-TOTAL","1.6","2","ESPRIT Module integration cost","","integration","75.6","75600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.6-LABOR","D-1.6-TOTAL","1.6","2","ESPRIT Module labor cost","","labor","277.9","277900000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.6-MATERIAL","D-1.6-TOTAL","1.6","2","ESPRIT Module material cost","","material","151.5","151500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.6-INTEGRATION-FY2020","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2020","FY2020","integration","1.2","1200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2020","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2020","FY2020","labor","4.4","4400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2020","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2020","FY2020","material","2.4","2400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-INTEGRATION-FY2021","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2021","FY2021","integration","4.2","4200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2021","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2021","FY2021","labor","15.4","15400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2021","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2021","FY2021","material","8.4","8400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-INTEGRATION-FY2022","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2022","FY2022","integration","8.2","8200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2022","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2022","FY2022","labor","30.3","30300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2022","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2022","FY2022","material","16.5","16500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-INTEGRATION-FY2023","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2023","FY2023","integration","10.8","10800000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2023","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2023","FY2023","labor","39.6","39600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2023","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2023","FY2023","material","21.6","21600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-INTEGRATION-FY2024","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2024","FY2024","integration","12.3","12300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2024","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2024","FY2024","labor","45.1","45100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2024","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2024","FY2024","material","24.6","24600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-INTEGRATION-FY2025","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2025","FY2025","integration","11.2","11200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2025","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2025","FY2025","labor","41.3","41300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2025","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2025","FY2025","material","22.5","22500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-INTEGRATION-FY2026","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2026","FY2026","integration","9.3","9300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2026","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2026","FY2026","labor","34.1","34100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2026","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2026","FY2026","material","18.6","18600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-INTEGRATION-FY2027","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2027","FY2027","integration","4.8","4800000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2027","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2027","FY2027","labor","17.6","17600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2027","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2027","FY2027","material","9.6","9600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-INTEGRATION-FY2028","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2028","FY2028","integration","5.7","5700000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2028","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2028","FY2028","labor","20.9","20900000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2028","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2028","FY2028","material","11.4","11400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-INTEGRATION-FY2029","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2029","FY2029","integration","6.3","6300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2029","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2029","FY2029","labor","23.1","23100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2029","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2029","FY2029","material","12.6","12600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-INTEGRATION-FY2030","D-1.6-INTEGRATION","1.6","3","ESPRIT Module integration cost FY2030","FY2030","integration","1.6","1600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-LABOR-FY2030","D-1.6-LABOR","1.6","3","ESPRIT Module labor cost FY2030","FY2030","labor","6.1","6100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.6-MATERIAL-FY2030","D-1.6-MATERIAL","1.6","3","ESPRIT Module material cost FY2030","FY2030","material","3.3","3300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-011;WEB-012","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-TOTAL","","1.7","1","Lunar Airlock total current cost","","total","195","195000000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Rollup node for grouped current cost by WBS branch."
"D-1.7-INTEGRATION","D-1.7-TOTAL","1.7","2","Lunar Airlock integration cost","","integration","29.2","29200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.7-LABOR","D-1.7-TOTAL","1.7","2","Lunar Airlock labor cost","","labor","107.3","107300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.7-MATERIAL","D-1.7-TOTAL","1.7","2","Lunar Airlock material cost","","material","58.5","58500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.7-INTEGRATION-FY2024","D-1.7-INTEGRATION","1.7","3","Lunar Airlock integration cost FY2024","FY2024","integration","1.2","1200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-LABOR-FY2024","D-1.7-LABOR","1.7","3","Lunar Airlock labor cost FY2024","FY2024","labor","4.4","4400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-MATERIAL-FY2024","D-1.7-MATERIAL","1.7","3","Lunar Airlock material cost FY2024","FY2024","material","2.4","2400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-INTEGRATION-FY2025","D-1.7-INTEGRATION","1.7","3","Lunar Airlock integration cost FY2025","FY2025","integration","3.3","3300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-LABOR-FY2025","D-1.7-LABOR","1.7","3","Lunar Airlock labor cost FY2025","FY2025","labor","12.1","12100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-MATERIAL-FY2025","D-1.7-MATERIAL","1.7","3","Lunar Airlock material cost FY2025","FY2025","material","6.6","6600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-INTEGRATION-FY2026","D-1.7-INTEGRATION","1.7","3","Lunar Airlock integration cost FY2026","FY2026","integration","6","6000000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-LABOR-FY2026","D-1.7-LABOR","1.7","3","Lunar Airlock labor cost FY2026","FY2026","labor","22","22000000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-MATERIAL-FY2026","D-1.7-MATERIAL","1.7","3","Lunar Airlock material cost FY2026","FY2026","material","12","12000000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-INTEGRATION-FY2027","D-1.7-INTEGRATION","1.7","3","Lunar Airlock integration cost FY2027","FY2027","integration","7.2","7200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-LABOR-FY2027","D-1.7-LABOR","1.7","3","Lunar Airlock labor cost FY2027","FY2027","labor","26.4","26400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-MATERIAL-FY2027","D-1.7-MATERIAL","1.7","3","Lunar Airlock material cost FY2027","FY2027","material","14.4","14400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-INTEGRATION-FY2028","D-1.7-INTEGRATION","1.7","3","Lunar Airlock integration cost FY2028","FY2028","integration","6.3","6300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-LABOR-FY2028","D-1.7-LABOR","1.7","3","Lunar Airlock labor cost FY2028","FY2028","labor","23.1","23100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-MATERIAL-FY2028","D-1.7-MATERIAL","1.7","3","Lunar Airlock material cost FY2028","FY2028","material","12.6","12600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-INTEGRATION-FY2029","D-1.7-INTEGRATION","1.7","3","Lunar Airlock integration cost FY2029","FY2029","integration","3.3","3300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-LABOR-FY2029","D-1.7-LABOR","1.7","3","Lunar Airlock labor cost FY2029","FY2029","labor","12.1","12100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-MATERIAL-FY2029","D-1.7-MATERIAL","1.7","3","Lunar Airlock material cost FY2029","FY2029","material","6.6","6600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-INTEGRATION-FY2030","D-1.7-INTEGRATION","1.7","3","Lunar Airlock integration cost FY2030","FY2030","integration","1.3","1300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-LABOR-FY2030","D-1.7-LABOR","1.7","3","Lunar Airlock labor cost FY2030","FY2030","labor","5","5000000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-MATERIAL-FY2030","D-1.7-MATERIAL","1.7","3","Lunar Airlock material cost FY2030","FY2030","material","2.7","2700000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-INTEGRATION-FY2031","D-1.7-INTEGRATION","1.7","3","Lunar Airlock integration cost FY2031","FY2031","integration","0.6","600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-LABOR-FY2031","D-1.7-LABOR","1.7","3","Lunar Airlock labor cost FY2031","FY2031","labor","2.2","2200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.7-MATERIAL-FY2031","D-1.7-MATERIAL","1.7","3","Lunar Airlock material cost FY2031","FY2031","material","1.2","1200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-005","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-TOTAL","","1.8","1","Canadarm3 total current cost","","total","982","982000000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Rollup node for grouped current cost by WBS branch."
"D-1.8-INTEGRATION","D-1.8-TOTAL","1.8","2","Canadarm3 integration cost","","integration","147.1","147100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.8-LABOR","D-1.8-TOTAL","1.8","2","Canadarm3 labor cost","","labor","540.3","540300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.8-MATERIAL","D-1.8-TOTAL","1.8","2","Canadarm3 material cost","","material","294.6","294600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.8-INTEGRATION-FY2020","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2020","FY2020","integration","3.3","3300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2020","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2020","FY2020","labor","12.1","12100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2020","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2020","FY2020","material","6.6","6600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2021","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2021","FY2021","integration","8.2","8200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2021","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2021","FY2021","labor","30.3","30300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2021","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2021","FY2021","material","16.5","16500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2022","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2022","FY2022","integration","14.2","14200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2022","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2022","FY2022","labor","52.3","52300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2022","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2022","FY2022","material","28.5","28500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2023","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2023","FY2023","integration","17.2","17200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2023","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2023","FY2023","labor","63.3","63300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2023","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2023","FY2023","material","34.5","34500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2024","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2024","FY2024","integration","19.5","19500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2024","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2024","FY2024","labor","71.5","71500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2024","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2024","FY2024","material","39","39000000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2025","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2025","FY2025","integration","19.2","19200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2025","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2025","FY2025","labor","70.4","70400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2025","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2025","FY2025","material","38.4","38400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2026","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2026","FY2026","integration","17.7","17700000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2026","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2026","FY2026","labor","64.9","64900000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2026","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2026","FY2026","material","35.4","35400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2027","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2027","FY2027","integration","12.7","12700000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2027","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2027","FY2027","labor","46.8","46800000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2027","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2027","FY2027","material","25.5","25500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2028","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2028","FY2028","integration","10.2","10200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
